"Denmark",0,0,0,0,1,1,1,1,1,1,1,1,1
"Djibouti",0,0,0,0,1,1,1,1,1,1,1,1,1
"Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0
"Ecuador",0,0,1,1,1,1,1,1,1,1,1,1,1
"Egypt, Arab Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0
"El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0
"Equatorial Guinea",0,0,0,0,0,0,0,1,1,1,1,1,1
"Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0
"Estonia",0,0,0,1,1,1,1,1,1,1,1,1,1
"Eswatini",0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethiopia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Euro area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe & Central Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe & Central Asia (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe & Central Asia (IDA & IBRD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0
"Finland",1,1,1,1,1,1,1,1,1,1,1,1,1
"Fragile and conflict affected situations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",1,1,1,1,1,1,1,1,1,1,1,1,1
"French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0
"Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany",0,0,0,0,0,0,0,0,0,0,0,0,1
"Ghana",0,0,0,0,0,0,0,0,0,0,0,0,0
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece",0,0,0,0,0,1,1,1,1,1,1,1,1
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada",0,0,1,1,1,1,1,1,1,1,1,1,1
"Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea",1,1,1,1,1,1,1,1,1,1,1,1,1
"Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0
"Guyana",0,0,1,1,1,1,1,1,1,1,1,1,1
"Haiti",1,1,1,1,1,1,1,1,1,1,1,1,1
"Heavily indebted poor countries (HIPC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong SAR, China",0,0,0,0,0,0,0,0,0,0,0,0,0
"Iceland",1,1,1,1,1,1,1,1,1,1,1,1,1
"India",0,0,0,0,0,0,0,0,0,0,0,0,0
"Indonesia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0
"Iraq",0,0,0,0,0,0,0,0,0,0,1,1,1
"Ireland",1,1,1,1,1,1,1,1,1,1,1,1,1
"Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Israel",0,0,1,1,1,1,1,1,1,1,1,1,1
"Italy",1,1,1,1,1,1,1,1,1,1,1,1,1
"Jamaica",0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kazakhstan",0,0,0,0,0,0,0,0,0,0,1,1,1
"Kenya",0,0,0,0,1,1,1,1,1,1,1,1,1
"Kiribati",0,0,0,0,1,1,1,1,1,1,1,1,1
"Korea, Dem. People's Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kosovo",0,0,0,1,1,1,1,1,1,1,1,1,1
"Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyrgyz Republic",0,0,0,0,0,0,0,0,0,0,0,0,0
"Lao PDR",0,0,0,0,0,0,0,0,0,0,0,0,0
"Late-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean (IDA & IBRD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",0,0,0,1,1,1,1,1,1,1,1,1,1
"Least developed countries: UN classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon",0,0,0,0,0,0,0,0,0,0,0,0,0
"Lesotho",0,1,1,1,1,1,1,1,1,1,1,1,1
"Low & middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",1,1,1,1,1,1,1,1,1,1,1,1,1
"Macao SAR, China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Malawi",0,0,1,1,1,1,1,1,1,1,1,1,1
"Malaysia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0
"Mali",0,0,0,0,0,0,0,0,0,0,0,0,1
"Malta",0,0,0,1,1,1,1,1,1,1,1,1,1
"Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",0,0,0,0,0,0,0,1,1,1,1,1,1
"Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed. Sts.",0,0,0,0,0,0,0,0,0,0,0,0,0
"Middle East & North Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa (IDA & IBRD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova",0,0,0,0,0,0,0,0,0,0,0,0,0
"Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",0,0,0,0,0,1,1,1,1,1,1,1,1
"Morocco",0,0,0,1,1,1,1,1,1,1,1,1,1
"Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0
"Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Namibia",0,0,0,0,1,1,1,1,1,1,1,1,1
"Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nepal",0,0,0,0,0,0,0,0,0,0,0,0,1
"Netherlands",1,1,1,1,1,1,1,1,1,1,1,1,1
"New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand",0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0
"Niger",0,0,1,1,1,1,1,1,1,1,1,1,1
"Nigeria",0,0,0,0,0,0,0,0,0,0,0,0,0
"North America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norway",1,1,1,1,1,1,1,1,1,1,1,1,1
"OECD members",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oman",0,0,0,0,0,0,0,0,0,0,0,0,0
"Other small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific island small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Palau",0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",0,0,0,0,0,0,0,0,0,0,0,0,0
"Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraguay",0,1,1,1,1,1,1,1,1,1,1,1,1
"Peru",0,0,0,0,1,1,1,1,1,1,1,1,1
"Philippines",1,1,1,1,1,1,1,1,1,1,1,1,1
"Poland",0,0,0,0,1,1,1,1,1,1,1,1,1
"Portugal",1,1,1,1,1,1,1,1,1,1,1,1,1
"Post-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pre-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico",0,0,0,0,0,0,0,0,0,0,0,0,0
"Qatar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Romania",0,0,0,1,1,1,1,1,1,1,1,1,1
"Russian Federation",0,0,0,1,1,1,1,1,1,1,1,1,1
"Rwanda",0,0,0,0,0,0,0,0,0,0,0,0,0
"Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0
"San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0
"Saudi Arabia",0,0,0,0,0,1,1,1,1,1,1,1,1
"Senegal",0,0,0,0,0,0,0,0,0,0,0,0,0
"Serbia",0,0,0,0,1,1,1,1,1,1,1,1,1
"Seychelles",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0
"Singapore",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenia",0,0,0,1,1,1,1,1,1,1,1,1,1
"Small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0
"Somalia",1,1,1,1,1,1,1,1,1,1,1,1,1
"South Africa",0,0,0,0,0,0,0,0,1,1,1,1,1
"South Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Asia (IDA & IBRD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan",0,0,0,0,0,0,0,0,0,0,0,0,1
"Spain",0,1,1,1,1,1,1,1,1,1,1,1,1
"Sri Lanka",0,0,0,0,0,0,0,0,0,0,0,0,0
"St. Kitts and Nevis",0,0,0,0,0,0,0,0,0,0,0,0,0
"St. Lucia",0,0,0,0,1,1,1,1,1,1,1,1,1
"St. Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sub-Saharan Africa (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sub-Saharan Africa (IDA & IBRD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0
"Sweden",0,1,1,1,1,1,1,1,1,1,1,1,1
"Switzerland",0,1,1,1,1,1,1,1,1,1,1,1,1
"Syrian Arab Republic",0,0,0,0,0,0,0,0,0,0,0,0,0
"Tajikistan",0,0,1,1,1,1,1,1,1,1,1,1,1
"Tanzania",0,0,0,1,1,1,1,1,1,1,1,1,1
"Thailand",0,0,0,0,0,0,0,0,0,0,0,0,0
"Timor-Leste",0,0,0,0,0,0,0,0,0,0,0,0,0
"Togo",0,0,0,0,1,1,1,1,1,1,1,1,1
"Tonga",0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0
"Tunisia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Turkey",0,0,0,1,1,1,1,1,1,1,1,1,1
"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uganda",0,0,0,0,1,1,1,1,1,1,1,1,1
"Ukraine",0,0,0,0,0,0,0,0,0,0,0,0,0
"United Arab Emirates",0,0,0,0,0,0,0,0,0,0,0,0,0
"United Kingdom",1,1,1,1,1,1,1,1,1,1,1,1,1
"United States",0,0,0,0,0,0,0,0,0,0,0,0,0
"Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uruguay",0,0,0,0,0,0,0,0,0,0,0,0,1
"Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, RB",0,0,0,0,0,0,0,0,0,0,0,0,0
"Vietnam",0,0,0,0,0,0,0,1,1,1,1,1,1
"Virgin Islands (U.S.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Bank and Gaza",0,0,0,0,0,0,0,0,0,0,0,0,0
"World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen, Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0
"Zambia",0,0,0,0,0,0,0,0,0,0,1,1,1
"Zimbabwe",0,0,0,0,0,0,0,0,0,0,0,0,0
